athlete_id,day,training_age_years,is_rest_day,session_type,duration_min,intensity,rpe,speed_kmh,avg_hr,daily_load,ctl,atl,tsb,acwr,injured
8,154,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,53.46,58.11,-4.65,1.449,0
8,155,1.03,False,recovery,60.0,5,5.0,13.6,123.0,103.9,54.65,64.21,-9.56,1.644,0
8,156,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,53.36,55.66,-2.3,1.38,0
8,157,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,52.1,48.25,3.85,1.123,0
8,158,1.03,False,long_run,45.2,5,5.0,8.4,142.0,74.0,52.62,51.68,0.94,1.398,0
8,159,1.03,False,intervals,61.3,8,7.0,10.3,140.0,176.4,55.53,68.28,-12.75,1.45,0
8,160,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,54.22,59.19,-4.96,0.957,0
8,161,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,52.95,51.31,1.64,1.037,0
8,162,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,51.7,44.48,7.22,0.733,0
8,163,1.03,False,recovery,52.2,4,4.0,11.6,152.0,73.1,52.21,48.29,3.92,0.899,0
8,164,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,50.98,41.86,9.12,0.969,0
8,165,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,49.78,36.29,13.49,0.747,0
8,166,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,48.61,31.46,17.15,0.246,0
8,167,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,47.46,27.27,20.2,0.246,0
8,168,1.03,False,tempo,-6.581532053806561,4,,,,114.2,49.03,38.85,10.19,0.576,0
8,169,1.03,False,race,88.3,4,4.0,11.1,150.0,121.6,50.74,49.86,0.88,0.869,0
8,170,1.03,False,long_run,55.7,4,4.0,12.0,151.0,83.1,51.5,54.29,-2.79,0.848,0
8,171,1.03,False,intervals,46.8,6,7.0,8.8,136.0,146.4,53.74,66.55,-12.81,1.299,0
8,172,1.03,False,recovery,60.9,10,9.0,5.8,155.0,242.7,58.18,90.0,-31.82,1.691,0
8,173,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,56.81,78.02,-21.21,1.691,0
8,174,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,55.48,67.63,-12.16,1.691,0
8,175,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,54.17,58.63,-4.46,1.493,0
8,176,1.03,False,easy_run,49.3,6,6.0,10.1,155.0,107.0,55.42,65.08,-9.66,1.365,0
8,177,1.03,False,long_run,62.0,7,7.0,7.6,152.0,159.4,57.86,77.63,-19.77,1.484,0
8,178,1.03,False,long_run,78.3,5,5.0,8.4,150.0,173.4,60.58,90.38,-29.8,1.473,0
8,179,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,59.16,78.35,-19.2,0.949,0
8,180,1.03,False,easy_run,60.2,10,10.0,11.1,137.0,361.4,66.27,116.04,-49.77,1.512,0
8,181,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,64.71,100.59,-35.88,1.655,0
8,182,1.03,False,intervals,62.8,10,10.0,11.5,129.0,463.9,74.1,148.96,-74.86,2.108,0
8,183,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,72.36,129.13,-56.77,2.017,0
8,184,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,70.66,111.94,-41.28,1.739,0
8,185,1.03,False,recovery,31.1,10,10.0,10.3,157.0,204.6,73.81,124.28,-50.47,1.647,0
8,186,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,72.07,107.73,-35.66,1.697,0
8,187,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,70.38,93.39,-23.02,1.188,0
8,188,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,68.72,80.96,-12.24,1.188,0
8,189,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,67.1,70.18,-3.08,0.364,0
8,190,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,65.52,60.84,4.68,0.364,0
8,191,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,63.98,52.74,11.24,0.376,0
8,192,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,62.48,45.72,16.76,0.0,0
8,193,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,61.01,39.63,21.37,0.0,0
8,194,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,59.57,34.36,25.21,0.0,0
8,195,1.03,False,easy_run,38.9,4,4.0,11.1,140.0,54.1,59.44,36.98,22.46,0.097,0
8,196,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,58.04,32.06,25.99,0.102,0
8,197,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,56.68,27.79,28.89,0.108,0
8,198,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,55.34,24.09,31.25,0.113,0
8,199,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,54.04,20.88,33.16,0.122,0
8,200,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,52.77,18.1,34.67,0.142,0
8,201,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,51.53,15.69,35.84,0.142,0
8,202,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,50.32,13.6,36.71,0.0,0
8,203,1.03,False,long_run,48.4,4,,,,87.2,51.19,23.41,27.78,0.217,0
8,204,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,49.98,20.29,29.69,0.232,0
8,205,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,48.81,17.59,31.21,0.26,0
8,206,1.03,False,race,61.7,6,5.0,10.0,153.0,110.1,50.25,29.9,20.34,0.616,0
8,207,1.03,False,intervals,44.6,6,6.0,7.7,124.0,110.5,51.66,40.63,11.04,0.885,0
8,208,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,50.45,35.22,15.23,1.195,0
8,209,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,49.26,30.53,18.73,1.195,0
8,210,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,48.1,26.47,21.64,1.557,0
8,211,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,46.97,22.94,24.03,1.557,0
8,212,1.03,False,recovery,78.0,4,5.0,8.3,147.0,144.9,49.27,39.18,10.1,2.055,0
8,213,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,48.12,33.96,14.15,2.016,0
8,214,1.03,False,long_run,63.6,9,8.0,8.9,172.0,334.7,54.86,74.0,-19.14,2.28,0
8,215,1.03,False,race,40.0,7,6.0,8.5,152.0,151.0,57.12,84.25,-27.13,2.542,1
8,216,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,55.78,73.04,-17.26,2.542,0
8,217,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,54.46,63.31,-8.85,2.542,0
8,218,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,53.18,54.89,-1.7,2.542,0
8,219,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,51.93,47.58,4.35,1.958,0
8,220,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,50.71,41.25,9.47,1.958,0
8,221,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,49.52,35.75,13.76,0.609,0
8,222,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,48.35,30.99,17.36,0.0,0
8,223,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,47.21,26.87,20.35,0.0,0
8,224,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,46.1,23.29,22.81,0.0,0
8,225,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,45.02,20.19,24.83,0.0,0
8,226,1.03,False,intervals,68.3,5,5.0,7.3,161.0,119.1,46.76,33.36,13.4,0.451,0
8,227,1.03,False,tempo,60.3,6,6.0,9.6,135.0,137.5,48.9,47.23,1.67,0.859,0
8,228,1.03,False,tempo,66.6,4,3.0,10.6,131.0,64.0,49.25,49.46,-0.21,1.019,0
8,229,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,48.1,42.88,5.22,1.019,0
8,230,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,46.96,37.17,9.79,1.019,0
8,231,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,45.86,32.22,13.64,1.095,0
8,232,1.03,False,long_run,51.2,5,6.0,9.3,125.0,130.3,47.85,45.28,2.56,1.385,1
8,233,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,46.72,39.25,7.47,1.019,0
8,234,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,45.62,34.03,11.59,0.652,0
8,235,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,44.55,29.5,15.05,0.482,0
8,236,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,43.5,25.57,17.93,0.482,0
8,237,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,42.48,22.17,20.31,0.482,0
8,238,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,41.48,19.22,22.26,0.482,0
8,239,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,40.5,16.66,23.84,0.0,0
8,240,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,39.55,14.44,25.11,0.0,0
8,241,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,38.62,12.52,26.1,0.0,0
8,242,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,37.71,10.85,26.86,0.0,0
8,243,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,36.82,9.41,27.41,0.0,0
8,244,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,35.96,8.16,27.8,0.0,0
8,245,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,35.11,7.07,28.04,0.0,0
8,246,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,34.28,6.13,28.15,0.0,0
8,247,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,33.48,5.31,28.16,0.0,0
8,248,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,32.69,4.61,28.08,0.0,0
8,249,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,31.92,3.99,27.93,0.0,0
8,250,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,31.17,3.46,27.71,0.0,0
8,251,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,30.44,3.0,27.44,0.0,0
8,252,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,29.72,2.6,27.12,0.0,0
8,253,1.03,False,long_run,55.9,4,5.0,9.5,153.0,99.9,31.37,15.55,15.82,0.725,0
8,254,1.03,False,easy_run,85.7,5,5.0,12.2,156.0,145.2,34.05,32.81,1.24,1.699,0
8,255,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,33.25,28.44,4.81,2.231,1
8,256,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,32.46,24.65,7.81,2.611,0
8,257,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,31.7,21.37,10.33,2.611,0
8,258,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,30.95,18.53,12.43,2.611,0
8,259,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,30.23,16.06,14.17,2.611,0
8,260,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,29.52,13.92,15.59,2.37,0
8,261,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,28.82,12.07,16.75,0.0,0
8,262,1.03,False,intervals,55.0,4,4.0,8.6,157.0,76.4,29.94,20.63,9.31,0.95,0
8,263,1.03,False,easy_run,54.3,6,7.0,8.7,143.0,171.6,33.27,40.73,-7.46,2.012,0
8,264,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,32.49,35.31,-2.82,2.012,0
8,265,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,31.73,30.61,1.12,2.012,0
8,266,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,30.98,26.53,4.45,2.012,0
8,267,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,30.25,23.0,7.25,2.012,0
8,268,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,29.54,19.94,9.6,2.012,0
8,269,1.03,False,intervals,56.2,5,5.0,9.5,158.0,93.6,31.05,29.74,1.31,1.808,0
8,270,1.03,False,tempo,78.0,6,7.0,14.7,140.0,196.7,34.94,51.96,-17.02,1.482,0
8,271,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,34.12,45.04,-10.92,1.482,0
8,272,1.03,False,tempo,81.4,3,4.0,5.7,147.0,123.5,36.22,55.49,-19.27,1.825,0
8,273,1.03,False,recovery,85.8,3,3.0,11.6,144.0,93.9,37.58,60.61,-23.03,2.029,0
8,274,1.03,False,long_run,44.5,5,6.0,8.6,138.0,110.6,39.3,67.26,-27.96,2.225,0
8,275,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,38.37,58.3,-19.93,2.225,0
8,276,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,37.47,50.54,-13.07,1.889,0
8,277,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,36.59,43.81,-7.23,1.181,0
8,278,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,35.73,37.98,-2.25,1.181,0
8,279,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,34.89,32.93,1.96,0.736,0
8,280,1.03,False,easy_run,61.3,6,5.0,11.7,139.0,101.3,36.45,42.03,-5.58,0.699,0
8,281,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,35.59,36.43,-0.84,0.364,0
8,282,1.03,False,recovery,53.5,4,4.0,6.1,143.0,75.9,36.54,41.69,-5.15,0.679,0
8,283,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,35.68,36.14,-0.46,0.679,0
8,284,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,34.84,31.33,3.51,0.679,0
8,285,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,34.02,27.16,6.86,0.679,0
8,286,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,33.22,23.54,9.68,0.679,0
8,287,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,32.44,20.41,12.03,0.291,0
8,288,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,31.68,17.69,13.98,0.291,0
8,289,1.03,False,race,56.6,7,6.0,8.1,146.0,121.5,33.79,31.52,2.27,0.417,0
8,290,1.03,False,tempo,83.2,4,5.0,9.0,134.0,175.9,37.13,50.74,-13.6,0.941,0
8,291,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,36.26,43.98,-7.72,1.089,0
8,292,1.03,False,intervals,67.0,5,4.0,9.6,141.0,86.1,37.43,49.58,-12.15,1.301,0
8,293,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,36.55,42.98,-6.43,1.301,0
8,294,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,35.69,37.26,-1.57,1.301,0
8,295,1.03,False,tempo,66.2,7,6.0,,,176.0,38.99,55.73,-16.74,1.652,0
8,296,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,38.08,48.31,-10.24,1.293,0
8,297,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,37.18,41.88,-4.7,0.831,0
8,298,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,36.3,36.31,-0.0,0.985,0
8,299,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,35.45,31.47,3.98,0.661,0
8,300,1.03,False,long_run,31.7,6,5.0,11.4,148.0,67.5,36.2,36.27,-0.06,0.966,0
8,301,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,35.35,31.44,3.91,1.065,0
8,302,1.03,False,recovery,98.9,5,4.0,8.6,146.0,139.5,37.8,45.82,-8.02,0.877,0
8,303,1.03,False,easy_run,46.5,7,7.0,9.0,121.0,123.1,39.81,56.11,-16.3,1.238,0
8,304,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,38.87,48.64,-9.77,1.238,0
8,305,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,37.96,42.16,-4.21,1.238,0
8,306,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,37.06,36.55,0.51,1.238,0
8,307,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,36.19,31.68,4.51,0.985,0
8,308,1.03,False,race,37.6,3,3.0,6.9,179.0,45.5,36.41,33.52,2.89,1.219,0
8,309,1.03,False,race,36.5,9,8.0,8.2,145.0,124.0,38.47,45.56,-7.09,1.031,0
8,310,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,37.57,39.5,-1.93,0.64,0
8,311,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,36.68,34.24,2.44,0.64,0
8,312,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,35.82,29.68,6.14,0.64,0
8,313,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,34.98,25.73,9.25,0.64,0
8,314,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,34.15,22.3,11.85,0.64,0
8,315,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,33.35,19.33,14.01,0.468,0
8,316,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,32.57,16.76,15.8,0.0,1
8,317,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,31.8,14.53,17.27,0.0,0
8,318,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,31.05,12.6,18.46,0.0,0
8,319,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,30.32,10.92,19.4,0.0,0
8,320,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,29.61,9.47,20.14,0.0,0
8,321,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,28.91,8.21,20.71,0.0,0
8,322,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,28.23,7.11,21.12,0.0,0
8,323,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,27.57,6.17,21.4,0.0,0
8,324,1.03,False,intervals,56.9,9,8.0,12.9,142.0,175.2,31.04,28.67,2.37,1.039,0
8,325,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,30.31,24.86,5.45,1.039,0
8,326,1.03,False,intervals,61.1,8,8.0,9.3,125.0,179.0,33.81,45.37,-11.56,1.66,0
8,327,1.03,False,tempo,51.9,5,4.0,8.4,157.0,76.9,34.82,49.57,-14.75,1.853,1
8,328,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,34.0,42.97,-8.97,1.998,0
8,329,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,33.2,37.25,-4.05,1.998,0
8,330,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,32.42,32.29,0.13,2.383,0
8,331,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,31.66,27.99,3.67,1.704,0
8,332,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,30.91,24.27,6.65,1.704,0
8,333,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,30.19,21.04,9.15,0.512,0
8,334,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,29.48,18.23,11.24,0.0,0
8,335,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,28.78,15.81,12.97,0.0,0
8,336,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,28.1,13.7,14.4,0.0,0
8,337,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,27.44,11.88,15.56,0.0,0
8,338,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,26.8,10.3,16.5,0.0,0
8,339,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,26.17,8.93,17.24,0.0,0
8,340,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,25.55,7.74,17.81,0.0,0
8,341,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,24.95,6.71,18.24,0.0,0
8,342,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,24.36,5.82,18.55,0.0,0
8,343,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,23.79,5.04,18.75,0.0,0
8,344,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,23.23,4.37,18.86,0.0,0
8,345,1.03,False,long_run,36.6,4,5.0,57.34899771949563,154.0,62.9,24.16,12.17,12.0,0.51,0
8,346,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,23.6,10.55,13.05,0.51,0
8,347,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,23.04,9.14,13.9,0.51,0
8,348,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,22.5,7.93,14.57,0.51,0
8,349,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,21.97,6.87,15.1,0.51,0
8,350,1.03,False,intervals,51.9,5,4.0,9.6,132.0,66.0,23.0,14.74,8.27,0.921,0
8,351,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,22.46,12.78,9.69,0.921,0
8,352,1.03,False,race,62.4,6,7.0,12.3,145.0,185.4,26.3,35.75,-9.46,1.763,0
8,353,1.03,False,recovery,66.1,6,6.0,9.1,140.0,127.4,28.67,47.95,-19.27,2.172,0
8,354,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,28.0,41.56,-13.56,2.921,1
8,355,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,27.34,36.03,-8.69,3.43,0
8,356,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,26.7,31.23,-4.54,3.43,0
8,357,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,26.07,27.08,-1.01,2.832,0
8,358,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,25.46,23.47,1.98,2.832,0
8,359,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,24.86,20.35,4.51,1.154,0
8,360,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,24.27,17.64,6.63,0.0,0
8,361,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,23.7,15.29,8.41,0.0,0
8,362,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,23.14,13.26,9.89,0.0,0
8,363,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,22.6,11.49,11.11,0.0,0
8,364,1.03,True,rest,0.0,0,0.0,0.0,0.0,0.0,22.07,9.96,12.11,0.0,0
9,0,1.34,True,rest,0.0,0,0.0,0.0,0.0,0.0,155.2,137.78,17.42,1.0,0
9,1,1.34,False,intervals,47.1,6,7.0,12.8,178.0,228.2,156.92,149.82,7.1,1.0,0
9,2,1.34,False,tempo,60.0,10,9.0,10.8,143.0,452.4,163.87,190.1,-26.23,1.0,0
9,3,1.34,False,intervals,53.4,10,10.0,13.1,,405.8,169.56,218.81,-49.25,1.0,0
9,4,1.34,True,rest,0.0,0,0.0,0.0,0.0,0.0,165.57,189.69,-24.11,1.0,0
9,5,1.34,False,recovery,56.3,10,10.0,11.2,114.0,439.2,172.01,222.9,-50.89,1.0,0
9,6,1.34,False,recovery,47.6,4,5.0,8.0,165.0,107.4,170.49,207.52,-37.03,1.0,0
9,7,1.34,False,recovery,35.5,8,8.0,7.4,140.0,133.3,169.62,197.65,-28.03,1.143,0
9,8,1.34,False,race,57.6,7,7.0,11.8,126.0,204.2,170.43,198.52,-28.09,1.137,0
9,9,1.34,True,rest,0.0,0,0.0,0.0,0.0,0.0,166.42,172.1,-5.68,0.935,0
9,10,1.34,True,rest,0.0,0,0.0,0.0,0.0,0.0,162.51,149.19,13.32,0.705,0
9,11,1.34,False,recovery,64.9,6,6.0,9.1,143.0,313.5,166.06,171.07,-5.01,0.899,0
9,12,1.34,True,rest,0.0,0,0.0,0.0,0.0,0.0,162.15,148.29,13.86,0.617,0
9,13,1.34,False,intervals,57.3,9,8.0,8.7,142.0,307.5,165.57,169.49,-3.92,0.74,0
9,14,1.34,False,race,48.7,10,10.0,10.8,125.0,415.9,171.46,202.29,-30.83,0.884,0
9,15,1.34,False,tempo,59.4,3,4.0,12.4,155.0,166.6,171.35,197.54,-26.19,0.867,0
9,16,1.34,False,tempo,63.0,4,5.0,9.6,150.0,138.9,170.58,189.73,-19.15,0.984,0
9,17,1.34,False,race,54.4,5,5.0,13.0,152.0,117.7,169.34,180.14,-10.8,1.094,0
9,18,1.34,False,tempo,50.9,6,6.0,11.1,161.0,152.3,168.94,176.43,-7.49,0.984,0
9,19,1.34,False,tempo,73.3,7,6.0,10.3,160.0,167.2,168.9,175.2,-6.3,1.117,0
9,20,1.34,True,rest,0.0,0,0.0,0.0,0.0,0.0,164.92,151.88,13.05,0.927,0
9,21,1.34,False,tempo,41.3,5,5.0,8.5,151.0,93.9,163.25,144.16,19.09,0.684,0
9,22,1.34,False,intervals,48.5,9,9.0,7.7,135.0,185.1,163.77,149.61,14.16,0.697,0
9,23,1.34,True,rest,0.0,0,0.0,0.0,0.0,0.0,159.91,129.69,30.22,0.609,0
9,24,1.34,True,rest,0.0,0,0.0,0.0,0.0,0.0,156.15,112.43,43.72,0.53,0
9,25,1.34,False,recovery,64.1,10,10.0,8.4,146.0,308.5,159.73,138.53,21.2,0.646,0
9,26,1.34,False,easy_run,48.1,4,5.0,8.4,172.0,114.8,158.68,135.37,23.31,0.608,0
9,27,1.34,True,rest,0.0,0,0.0,0.0,0.0,0.0,154.94,117.35,37.59,0.631,0
9,28,1.34,False,tempo,43.5,4,5.0,8.7,153.0,89.7,153.41,113.66,39.74,0.615,0
9,29,1.34,False,race,47.0,5,5.0,9.0,138.0,84.3,151.78,109.75,42.03,0.543,0
9,30,1.34,False,easy_run,42.8,7,6.0,10.6,140.0,101.1,150.59,108.6,41.99,0.69,0
9,31,1.34,False,race,44.3,4,5.0,10.3,184.0,95.1,149.28,106.8,42.48,0.849,0
9,32,1.34,False,tempo,63.9,8,7.0,6.7,138.0,167.4,149.71,114.87,34.84,0.668,0
9,33,1.34,False,tempo,67.9,7,7.0,10.7,170.0,180.7,150.44,123.63,26.81,0.788,0
9,34,1.34,False,intervals,51.5,6,5.0,5.7,146.0,100.2,149.26,120.52,28.74,0.9,0
9,35,1.34,False,intervals,62.8,4,5.0,11.4,136.0,158.9,149.48,125.63,23.86,0.969,0
9,36,1.34,False,recovery,68.3,9,9.0,5.8,137.0,308.4,153.22,149.96,3.26,1.18,0
9,37,1.34,False,easy_run,19.5,7,8.0,10.3,152.0,110.1,152.21,144.66,7.55,1.156,0
9,38,1.34,False,intervals,60.8,9,10.0,10.2,166.0,396.1,157.95,178.12,-20.18,1.331,0
9,39,1.34,False,long_run,61.9,10,10.0,13.6,160.0,475.9,165.43,217.76,-52.33,1.56,0
9,40,1.34,False,tempo,46.0,10,10.0,14.5,140.0,316.5,168.98,230.9,-61.92,1.571,0
9,41,1.34,False,intervals,49.0,9,10.0,11.3,166.0,397.3,174.35,253.05,-78.7,1.787,0
9,42,1.34,False,tempo,49.4,10,10.0,10.4,151.0,429.8,180.36,276.58,-96.22,2.005,0
9,43,1.34,False,tempo,58.5,10,10.0,10.6,138.0,384.4,185.16,290.93,-105.77,1.979,0
9,44,1.34,False,easy_run,61.7,10,10.0,8.0,138.0,452.1,191.44,312.38,-120.94,2.118,0
9,45,1.34,False,easy_run,59.9,7,8.0,11.3,144.0,325.5,194.6,314.13,-119.53,1.988,0
9,46,1.34,False,tempo,59.9,9,9.0,7.5,124.0,385.7,199.09,323.65,-124.56,1.847,0
9,47,1.34,False,long_run,36.8,3,4.0,9.3,148.0,65.0,195.94,289.22,-93.28,1.704,0
